,title,authors
7217,Instance Relation Graph Guided Source-Free Domain Adaptive Object Detection,"Vibashan VS, Poojan Oza, Vishal M. Patel"
7218,Instant Multi-View Head Capture Through Learnable Registration,"Timo Bolkart, Tianye Li, Michael J. Black"
7219,GINA-3D: Learning To Generate Implicit Neural Assets in the Wild,"Bokui Shen, Xinchen Yan, Charles R. Qi, Mahyar Najibi, Boyang Deng, Leonidas Guibas, Yin Zhou, Dragomir Anguelov"
7220,Consistent Direct Time-of-Flight Video Depth Super-Resolution,"Zhanghao Sun, Wei Ye, Jinhui Xiong, Gyeongmin Choe, Jialiang Wang, Shuochen Su, Rakesh Ranjan"
7221,Crossing the Gap: Domain Generalization for Image Captioning,"Yuchen Ren, Zhendong Mao, Shancheng Fang, Yan Lu, Tong He, Hao Du, Yongdong Zhang, Wanli Ouyang"
7222,Probabilistic Prompt Learning for Dense Prediction,"Hyeongjun Kwon, Taeyong Song, Somi Jeong, Jin Kim, Jinhyun Jang, Kwanghoon Sohn"
7223,Exploring Intra-Class Variation Factors With Learnable Cluster Prompts for Semi-Supervised Image Synthesis,"Yunfei Zhang, Xiaoyang Huo, Tianyi Chen, Si Wu, Hau San Wong"
7224,NeAT: Learning Neural Implicit Surfaces With Arbitrary Topologies From Multi-View Images,"Xiaoxu Meng, Weikai Chen, Bo Yang"
7225,SPARF: Neural Radiance Fields From Sparse and Noisy Poses,"Prune Truong, Marie-Julie Rakotosaona, Fabian Manhardt, Federico Tombari"
7226,Local Implicit Normalizing Flow for Arbitrary-Scale Image Super-Resolution,"Jie-En Yao, Li-Yuan Tsao, Yi-Chen Lo, Roy Tseng, Chia-Che Chang, Chun-Yi Lee"
7227,Texts as Images in Prompt Tuning for Multi-Label Image Recognition,"Zixian Guo, Bowen Dong, Zhilong Ji, Jinfeng Bai, Yiwen Guo, Wangmeng Zuo"
7228,Self-Correctable and Adaptable Inference for Generalizable Human Pose Estimation,"Zhehan Kan, Shuoshuo Chen, Ce Zhang, Yushun Tang, Zhihai He"
7229,GradMA: A Gradient-Memory-Based Accelerated Federated Learning With Alleviated Catastrophic Forgetting,"Kangyang Luo, Xiang Li, Yunshi Lan, Ming Gao"
7230,POTTER: Pooling Attention Transformer for Efficient Human Mesh Recovery,"Ce Zheng, Xianpeng Liu, Guo-Jun Qi, Chen Chen"
7231,Learning Detailed Radiance Manifolds for High-Fidelity and 3D-Consistent Portrait Synthesis From Monocular Image,"Yu Deng, Baoyuan Wang, Heung-Yeung Shum"
7232,Patch-Craft Self-Supervised Training for Correlated Image Denoising,"Gregory Vaksman, Michael Elad"
7233,DistilPose: Tokenized Pose Regression With Heatmap Distillation,"Suhang Ye, Yingyi Zhang, Jie Hu, Liujuan Cao, Shengchuan Zhang, Lei Shen, Jun Wang, Shouhong Ding, Rongrong Ji"
7234,Neural Volumetric Memory for Visual Locomotion Control,"Ruihan Yang, Ge Yang, Xiaolong Wang"
7235,Propagate and Calibrate: Real-Time Passive Non-Line-of-Sight Tracking,"Yihao Wang, Zhigang Wang, Bin Zhao, Dong Wang, Mulin Chen, Xuelong Li"
7236,Learning Decorrelated Representations Efficiently Using Fast Fourier Transform,"Yutaro Shigeto, Masashi Shimbo, Yuya Yoshikawa, Akikazu Takeuchi"
7237,Two-Shot Video Object Segmentation,"Kun Yan, Xiao Li, Fangyun Wei, Jinglu Wang, Chenbin Zhang, Ping Wang, Yan Lu"
7238,PiMAE: Point Cloud and Image Interactive Masked Autoencoders for 3D Object Detection,"Anthony Chen, Kevin Zhang, Renrui Zhang, Zihan Wang, Yuheng Lu, Yandong Guo, Shanghang Zhang"
7239,High-Fidelity 3D GAN Inversion by Pseudo-Multi-View Optimization,"Jiaxin Xie, Hao Ouyang, Jingtan Piao, Chenyang Lei, Qifeng Chen"
7240,Single Image Backdoor Inversion via Robust Smoothed Classifiers,"Mingjie Sun, Zico Kolter"
7241,A Hierarchical Representation Network for Accurate and Detailed Face Reconstruction From In-the-Wild Images,"Biwen Lei, Jianqiang Ren, Mengyang Feng, Miaomiao Cui, Xuansong Xie"
7242,PersonNeRF: Personalized Reconstruction From Photo Collections,"Chung-Yi Weng, Pratul P. Srinivasan, Brian Curless, Ira Kemelmacher-Shlizerman"
7243,NeuralLift-360: Lifting an In-the-Wild 2D Photo to a 3D Object With 360deg Views,"Dejia Xu, Yifan Jiang, Peihao Wang, Zhiwen Fan, Yi Wang, Zhangyang Wang"
7244,ViP3D: End-to-End Visual Trajectory Prediction via 3D Agent Queries,"Junru Gu, Chenxu Hu, Tianyuan Zhang, Xuanyao Chen, Yilun Wang, Yue Wang, Hang Zhao"
7245,LidarGait: Benchmarking 3D Gait Recognition With Point Clouds,"Chuanfu Shen, Chao Fan, Wei Wu, Rui Wang, George Q. Huang, Shiqi Yu"
7246,D2Former: Jointly Learning Hierarchical Detectors and Contextual Descriptors via Agent-Based Transformers,"Jianfeng He, Yuan Gao, Tianzhu Zhang, Zhe Zhang, Feng Wu"
7247,Joint Appearance and Motion Learning for Efficient Rolling Shutter Correction,"Bin Fan, Yuxin Mao, Yuchao Dai, Zhexiong Wan, Qi Liu"
7248,Federated Incremental Semantic Segmentation,"Jiahua Dong, Duzhen Zhang, Yang Cong, Wei Cong, Henghui Ding, Dengxin Dai"
7249,Attention-Based Point Cloud Edge Sampling,"Chengzhi Wu, Junwei Zheng, Julius Pfrommer, Jürgen Beyerer"
7250,Avatars Grow Legs: Generating Smooth Human Motion From Sparse Tracking Inputs With Diffusion Model,"Yuming Du, Robin Kips, Albert Pumarola, Sebastian Starke, Ali Thabet, Artsiom Sanakoyeu"
7251,Learning Neural Proto-Face Field for Disentangled 3D Face Modeling in the Wild,"Zhenyu Zhang, Renwang Chen, Weijian Cao, Ying Tai, Chengjie Wang"
7252,"BUFFER: Balancing Accuracy, Efficiency, and Generalizability in Point Cloud Registration","Sheng Ao, Qingyong Hu, Hanyun Wang, Kai Xu, Yulan Guo"
7253,CrOC: Cross-View Online Clustering for Dense Visual Representation Learning,"Thomas Stegmüller, Tim Lebailly, Behzad Bozorgtabar, Tinne Tuytelaars, Jean-Philippe Thiran"
7254,DrapeNet: Garment Generation and Self-Supervised Draping,"Luca De Luigi, Ren Li, Benoît Guillard, Mathieu Salzmann, Pascal Fua"
7255,FeatureBooster: Boosting Feature Descriptors With a Lightweight Neural Network,"Xinjiang Wang, Zeyu Liu, Yu Hu, Wei Xi, Wenxian Yu, Danping Zou"
7256,Towards Efficient Use of Multi-Scale Features in Transformer-Based Object Detectors,"Gongjie Zhang, Zhipeng Luo, Zichen Tian, Jingyi Zhang, Xiaoqin Zhang, Shijian Lu"
7257,Delivering Arbitrary-Modal Semantic Segmentation,"Jiaming Zhang, Ruiping Liu, Hao Shi, Kailun Yang, Simon Reiß, Kunyu Peng, Haodong Fu, Kaiwei Wang, Rainer Stiefelhagen"
7258,Consistent-Teacher: Towards Reducing Inconsistent Pseudo-Targets in Semi-Supervised Object Detection,"Xinjiang Wang, Xingyi Yang, Shilong Zhang, Yijiang Li, Litong Feng, Shijie Fang, Chengqi Lyu, Kai Chen, Wayne Zhang"
7259,DNeRV: Modeling Inherent Dynamics via Difference Neural Representation for Videos,"Qi Zhao, M. Salman Asif, Zhan Ma"
7260,Continuous Pseudo-Label Rectified Domain Adaptive Semantic Segmentation With Implicit Neural Representations,"Rui Gong, Qin Wang, Martin Danelljan, Dengxin Dai, Luc Van Gool"
7261,Hyperbolic Contrastive Learning for Visual Representations Beyond Objects,"Songwei Ge, Shlok Mishra, Simon Kornblith, Chun-Liang Li, David Jacobs"
7262,AligNeRF: High-Fidelity Neural Radiance Fields via Alignment-Aware Training,"Yifan Jiang, Peter Hedman, Ben Mildenhall, Dejia Xu, Jonathan T. Barron, Zhangyang Wang, Tianfan Xue"
7263,NAR-Former: Neural Architecture Representation Learning Towards Holistic Attributes Prediction,"Yun Yi, Haokui Zhang, Wenze Hu, Nannan Wang, Xiaoyu Wang"
7264,Teaching Structured Vision & Language Concepts to Vision & Language Models,"Sivan Doveh, Assaf Arbelle, Sivan Harary, Eli Schwartz, Roei Herzig, Raja Giryes, Rogerio Feris, Rameswar Panda, Shimon Ullman, Leonid Karlinsky"
7265,NULL-Text Inversion for Editing Real Images Using Guided Diffusion Models,"Ron Mokady, Amir Hertz, Kfir Aberman, Yael Pritch, Daniel Cohen-Or"
7266,Selective Structured State-Spaces for Long-Form Video Understanding,"Jue Wang, Wentao Zhu, Pichao Wang, Xiang Yu, Linda Liu, Mohamed Omar, Raffay Hamid"
7267,Motion Information Propagation for Neural Video Compression,"Linfeng Qi, Jiahao Li, Bin Li, Houqiang Li, Yan Lu"
7268,Accelerated Coordinate Encoding: Learning to Relocalize in Minutes Using RGB and Poses,"Eric Brachmann, Tommaso Cavallari, Victor Adrian Prisacariu"
7269,Robust Dynamic Radiance Fields,"Yu-Lun Liu, Chen Gao, Andréas Meuleman, Hung-Yu Tseng, Ayush Saraf, Changil Kim, Yung-Yu Chuang, Johannes Kopf, Jia-Bin Huang"
7270,PLIKS: A Pseudo-Linear Inverse Kinematic Solver for 3D Human Body Estimation,"Karthik Shetty, Annette Birkhold, Srikrishna Jaganathan, Norbert Strobel, Markus Kowarschik, Andreas Maier, Bernhard Egger"
7271,Promoting Semantic Connectivity: Dual Nearest Neighbors Contrastive Learning for Unsupervised Domain Generalization,"Yuchen Liu, Yaoming Wang, Yabo Chen, Wenrui Dai, Chenglin Li, Junni Zou, Hongkai Xiong"
7272,Interactive Segmentation of Radiance Fields,"Rahul Goel, Dhawal Sirikonda, Saurabh Saini, P. J. Narayanan"
7273,Exploring and Utilizing Pattern Imbalance,"Shibin Mei, Chenglong Zhao, Shengchao Yuan, Bingbing Ni"
7274,Are Data-Driven Explanations Robust Against Out-of-Distribution Data?,"Tang Li, Fengchun Qiao, Mengmeng Ma, Xi Peng"
7275,Top-Down Visual Attention From Analysis by Synthesis,"Baifeng Shi, Trevor Darrell, Xin Wang"
7276,Hierarchical Fine-Grained Image Forgery Detection and Localization,"Xiao Guo, Xiaohong Liu, Zhiyuan Ren, Steven Grosz, Iacopo Masi, Xiaoming Liu"
7277,Fantastic Breaks: A Dataset of Paired 3D Scans of Real-World Broken Objects and Their Complete Counterparts,"Nikolas Lamb, Cameron Palmer, Benjamin Molloy, Sean Banerjee, Natasha Kholgade Banerjee"
7278,Deep Frequency Filtering for Domain Generalization,"Shiqi Lin, Zhizheng Zhang, Zhipeng Huang, Yan Lu, Cuiling Lan, Peng Chu, Quanzeng You, Jiang Wang, Zicheng Liu, Amey Parulkar, Viraj Navkal, Zhibo Chen"
7279,Frame Flexible Network,"Yitian Zhang, Yue Bai, Chang Liu, Huan Wang, Sheng Li, Yun Fu"
7280,Unsupervised Cumulative Domain Adaptation for Foggy Scene Optical Flow,"Hanyu Zhou, Yi Chang, Wending Yan, Luxin Yan"
7281,MarS3D: A Plug-and-Play Motion-Aware Model for Semantic Segmentation on Multi-Scan 3D Point Clouds,"Jiahui Liu, Chirui Chang, Jianhui Liu, Xiaoyang Wu, Lan Ma, Xiaojuan Qi"
7282,An Image Quality Assessment Dataset for Portraits,"Nicolas Chahine, Stefania Calarasanu, Davide Garcia-Civiero, Théo Cayla, Sira Ferradans, Jean Ponce"
7283,Painting 3D Nature in 2D: View Synthesis of Natural Scenes From a Single Semantic Mask,"Shangzhan Zhang, Sida Peng, Tianrun Chen, Linzhan Mou, Haotong Lin, Kaicheng Yu, Yiyi Liao, Xiaowei Zhou"
7284,Fast Point Cloud Generation With Straight Flows,"Lemeng Wu, Dilin Wang, Chengyue Gong, Xingchao Liu, Yunyang Xiong, Rakesh Ranjan, Raghuraman Krishnamoorthi, Vikas Chandra, Qiang Liu"
7285,Achieving a Better Stability-Plasticity Trade-Off via Auxiliary Networks in Continual Learning,"Sanghwan Kim, Lorenzo Noci, Antonio Orvieto, Thomas Hofmann"
7286,Video Event Restoration Based on Keyframes for Video Anomaly Detection,"Zhiwei Yang, Jing Liu, Zhaoyang Wu, Peng Wu, Xiaotao Liu"
7287,EcoTTA: Memory-Efficient Continual Test-Time Adaptation via Self-Distilled Regularization,"Junha Song, Jungsoo Lee, In So Kweon, Sungha Choi"
7288,Tri-Perspective View for Vision-Based 3D Semantic Occupancy Prediction,"Yuanhui Huang, Wenzhao Zheng, Yunpeng Zhang, Jie Zhou, Jiwen Lu"
7289,Castling-ViT: Compressing Self-Attention via Switching Towards Linear-Angular Attention at Vision Transformer Inference,"Haoran You, Yunyang Xiong, Xiaoliang Dai, Bichen Wu, Peizhao Zhang, Haoqi Fan, Peter Vajda, Yingyan (Celine) Lin"
7290,Rethinking Federated Learning With Domain Shift: A Prototype View,"Wenke Huang, Mang Ye, Zekun Shi, He Li, Bo Du"
7291,HGFormer: Hierarchical Grouping Transformer for Domain Generalized Semantic Segmentation,"Jian Ding, Nan Xue, Gui-Song Xia, Bernt Schiele, Dengxin Dai"
7292,Distilling Vision-Language Pre-Training To Collaborate With Weakly-Supervised Temporal Action Localization,"Chen Ju, Kunhao Zheng, Jinxiang Liu, Peisen Zhao, Ya Zhang, Jianlong Chang, Qi Tian, Yanfeng Wang"
7293,Augmentation Matters: A Simple-Yet-Effective Approach to Semi-Supervised Semantic Segmentation,"Zhen Zhao, Lihe Yang, Sifan Long, Jimin Pi, Luping Zhou, Jingdong Wang"
7294,Boosting Verified Training for Robust Image Classifications via Abstraction,"Zhaodi Zhang, Zhiyi Xue, Yang Chen, Si Liu, Yueling Zhang, Jing Liu, Min Zhang"
7295,3D Shape Reconstruction of Semi-Transparent Worms,"Thomas P. Ilett, Omer Yuval, Thomas Ranner, Netta Cohen, David C. Hogg"
7296,Mapping Degeneration Meets Label Evolution: Learning Infrared Small Target Detection With Single Point Supervision,"Xinyi Ying, Li Liu, Yingqian Wang, Ruojing Li, Nuo Chen, Zaiping Lin, Weidong Sheng, Shilin Zhou"
7297,Swept-Angle Synthetic Wavelength Interferometry,"Alankar Kotwal, Anat Levin, Ioannis Gkioulekas"
7298,Adaptive Global Decay Process for Event Cameras,"Urbano Miguel Nunes, Ryad Benosman, Sio-Hoi Ieng"
7299,Multi-Space Neural Radiance Fields,"Ze-Xin Yin, Jiaxiong Qiu, Ming-Ming Cheng, Bo Ren"
7300,Bitstream-Corrupted JPEG Images Are Restorable: Two-Stage Compensation and Alignment Framework for Image Restoration,"Wenyang Liu, Yi Wang, Kim-Hui Yap, Lap-Pui Chau"
7301,Histopathology Whole Slide Image Analysis With Heterogeneous Graph Representation Learning,"Tsai Hor Chan, Fernando Julio Cendra, Lan Ma, Guosheng Yin, Lequan Yu"
7302,Towards All-in-One Pre-Training via Maximizing Multi-Modal Mutual Information,"Weijie Su, Xizhou Zhu, Chenxin Tao, Lewei Lu, Bin Li, Gao Huang, Yu Qiao, Xiaogang Wang, Jie Zhou, Jifeng Dai"
7303,Aligning Bag of Regions for Open-Vocabulary Object Detection,"Size Wu, Wenwei Zhang, Sheng Jin, Wentao Liu, Chen Change Loy"
7304,Two-View Geometry Scoring Without Correspondences,"Axel Barroso-Laguna, Eric Brachmann, Victor Adrian Prisacariu, Gabriel J. Brostow, Daniyar Turmukhambetov"
7305,Annealing-Based Label-Transfer Learning for Open World Object Detection,"Yuqing Ma, Hainan Li, Zhange Zhang, Jinyang Guo, Shanghang Zhang, Ruihao Gong, Xianglong Liu"
7306,Self-Supervised Video Forensics by Audio-Visual Anomaly Detection,"Chao Feng, Ziyang Chen, Andrew Owens"
7307,Class Balanced Adaptive Pseudo Labeling for Federated Semi-Supervised Learning,"Ming Li, Qingli Li, Yan Wang"
7308,Rethinking Out-of-Distribution (OOD) Detection: Masked Image Modeling Is All You Need,"Jingyao Li, Pengguang Chen, Zexin He, Shaozuo Yu, Shu Liu, Jiaya Jia"
7309,Masked Scene Contrast: A Scalable Framework for Unsupervised 3D Representation Learning,"Xiaoyang Wu, Xin Wen, Xihui Liu, Hengshuang Zhao"
7310,Multi Domain Learning for Motion Magnification,"Jasdeep Singh, Subrahmanyam Murala, G. Sankara Raju Kosuru"
7311,A Simple Baseline for Video Restoration With Grouped Spatial-Temporal Shift,"Dasong Li, Xiaoyu Shi, Yi Zhang, Ka Chun Cheung, Simon See, Xiaogang Wang, Hongwei Qin, Hongsheng Li"
7312,itKD: Interchange Transfer-Based Knowledge Distillation for 3D Object Detection,"Hyeon Cho, Junyong Choi, Geonwoo Baek, Wonjun Hwang"
7313,2PCNet: Two-Phase Consistency Training for Day-to-Night Unsupervised Domain Adaptive Object Detection,"Mikhail Kennerley, Jian-Gang Wang, Bharadwaj Veeravalli, Robby T. Tan"
7314,Panoptic Lifting for 3D Scene Understanding With Neural Fields,"Yawar Siddiqui, Lorenzo Porzi, Samuel Rota Bulò, Norman Müller, Matthias Nießner, Angela Dai, Peter Kontschieder"
7315,WeatherStream: Light Transport Automation of Single Image Deweathering,"Howard Zhang, Yunhao Ba, Ethan Yang, Varan Mehra, Blake Gella, Akira Suzuki, Arnold Pfahnl, Chethan Chinder Chandrappa, Alex Wong, Achuta Kadambi"
7316,Learning To Detect Mirrors From Videos via Dual Correspondences,"Jiaying Lin, Xin Tan, Rynson W.H. Lau"
7317,The Devil Is in the Points: Weakly Semi-Supervised Instance Segmentation via Point-Guided Mask Representation,"Beomyoung Kim, Joonhyun Jeong, Dongyoon Han, Sung Ju Hwang"
7318,Language-Guided Audio-Visual Source Separation via Trimodal Consistency,"Reuben Tan, Arijit Ray, Andrea Burns, Bryan A. Plummer, Justin Salamon, Oriol Nieto, Bryan Russell, Kate Saenko"
7319,DynaMask: Dynamic Mask Selection for Instance Segmentation,"Ruihuang Li, Chenhang He, Shuai Li, Yabin Zhang, Lei Zhang"
7320,SAP-DETR: Bridging the Gap Between Salient Points and Queries-Based Transformer Detector for Fast Model Convergency,"Yang Liu, Yao Zhang, Yixin Wang, Yang Zhang, Jiang Tian, Zhongchao Shi, Jianping Fan, Zhiqiang He"
7321,GD-MAE: Generative Decoder for MAE Pre-Training on LiDAR Point Clouds,"Honghui Yang, Tong He, Jiaheng Liu, Hua Chen, Boxi Wu, Binbin Lin, Xiaofei He, Wanli Ouyang"
7322,Re-Thinking Model Inversion Attacks Against Deep Neural Networks,"Ngoc-Bao Nguyen, Keshigeyan Chandrasegaran, Milad Abdollahzadeh, Ngai-Man Cheung"
7323,You Need Multiple Exiting: Dynamic Early Exiting for Accelerating Unified Vision Language Model,"Shengkun Tang, Yaqing Wang, Zhenglun Kong, Tianchi Zhang, Yao Li, Caiwen Ding, Yanzhi Wang, Yi Liang, Dongkuan Xu"
7324,PROB: Probabilistic Objectness for Open World Object Detection,"Orr Zohar, Kuan-Chieh Wang, Serena Yeung"
7325,SparseFusion: Distilling View-Conditioned Diffusion for 3D Reconstruction,"Zhizhuo Zhou, Shubham Tulsiani"
7326,Dynamic Focus-Aware Positional Queries for Semantic Segmentation,"Haoyu He, Jianfei Cai, Zizheng Pan, Jing Liu, Jing Zhang, Dacheng Tao, Bohan Zhuang"
7327,HARP: Personalized Hand Reconstruction From a Monocular RGB Video,"Korrawe Karunratanakul, Sergey Prokudin, Otmar Hilliges, Siyu Tang"
7328,DART: Diversify-Aggregate-Repeat Training Improves Generalization of Neural Networks,"Samyak Jain, Sravanti Addepalli, Pawan Kumar Sahu, Priyam Dey, R. Venkatesh Babu"
7329,EvShutter: Transforming Events for Unconstrained Rolling Shutter Correction,"Julius Erbach, Stepan Tulyakov, Patricia Vitoria, Alfredo Bochicchio, Yuanyou Li"
7330,Ambiguity-Resistant Semi-Supervised Learning for Dense Object Detection,"Chang Liu, Weiming Zhang, Xiangru Lin, Wei Zhang, Xiao Tan, Junyu Han, Xiaomao Li, Errui Ding, Jingdong Wang"
7331,"Scalable, Detailed and Mask-Free Universal Photometric Stereo",Satoshi Ikehata
7332,Towards High-Quality and Efficient Video Super-Resolution via Spatial-Temporal Data Overfitting,"Gen Li, Jie Ji, Minghai Qin, Wei Niu, Bin Ren, Fatemeh Afghah, Linke Guo, Xiaolong Ma"
7333,BiFormer: Vision Transformer With Bi-Level Routing Attention,"Lei Zhu, Xinjiang Wang, Zhanghan Ke, Wayne Zhang, Rynson W.H. Lau"
7334,Class-Incremental Exemplar Compression for Class-Incremental Learning,"Zilin Luo, Yaoyao Liu, Bernt Schiele, Qianru Sun"
7335,Behind the Scenes: Density Fields for Single View Reconstruction,"Felix Wimbauer, Nan Yang, Christian Rupprecht, Daniel Cremers"
7336,StyleGAN Salon: Multi-View Latent Optimization for Pose-Invariant Hairstyle Transfer,"Sasikarn Khwanmuang, Pakkapon Phongthawee, Patsorn Sangkloy, Supasorn Suwajanakorn"
7337,Resource-Efficient RGBD Aerial Tracking,"Jinyu Yang, Shang Gao, Zhe Li, Feng Zheng, Aleš Leonardis"
7338,Bilateral Memory Consolidation for Continual Learning,"Xing Nie, Shixiong Xu, Xiyan Liu, Gaofeng Meng, Chunlei Huo, Shiming Xiang"
7339,Search-Map-Search: A Frame Selection Paradigm for Action Recognition,"Mingjun Zhao, Yakun Yu, Xiaoli Wang, Lei Yang, Di Niu"
7340,Uncovering the Missing Pattern: Unified Framework Towards Trajectory Imputation and Prediction,"Yi Xu, Armin Bazarjani, Hyung-gun Chi, Chiho Choi, Yun Fu"
7341,FlexiViT: One Model for All Patch Sizes,"Lucas Beyer, Pavel Izmailov, Alexander Kolesnikov, Mathilde Caron, Simon Kornblith, Xiaohua Zhai, Matthias Minderer, Michael Tschannen, Ibrahim Alabdulmohsin, Filip Pavetic"
7342,Structured Kernel Estimation for Photon-Limited Deconvolution,"Yash Sanghvi, Zhiyuan Mao, Stanley H. Chan"
7343,Frame Interpolation Transformer and Uncertainty Guidance,"Markus Plack, Karlis Martins Briedis, Abdelaziz Djelouah, Matthias B. Hullin, Markus Gross, Christopher Schroers"
7344,Neural Preset for Color Style Transfer,"Zhanghan Ke, Yuhao Liu, Lei Zhu, Nanxuan Zhao, Rynson W.H. Lau"
7345,Wavelet Diffusion Models Are Fast and Scalable Image Generators,"Hao Phung, Quan Dao, Anh Tran"
7346,PA&DA: Jointly Sampling Path and Data for Consistent NAS,"Shun Lu, Yu Hu, Longxing Yang, Zihao Sun, Jilin Mei, Jianchao Tan, Chengru Song"
7347,3D Spatial Multimodal Knowledge Accumulation for Scene Graph Prediction in Point Cloud,"Mingtao Feng, Haoran Hou, Liang Zhang, Zijie Wu, Yulan Guo, Ajmal Mian"
7348,ViTs for SITS: Vision Transformers for Satellite Image Time Series,"Michail Tarasiou, Erik Chavez, Stefanos Zafeiriou"
7349,"Prompt, Generate, Then Cache: Cascade of Foundation Models Makes Strong Few-Shot Learners","Renrui Zhang, Xiangfei Hu, Bohao Li, Siyuan Huang, Hanqiu Deng, Yu Qiao, Peng Gao, Hongsheng Li"
7350,VideoMAE V2: Scaling Video Masked Autoencoders With Dual Masking,"Limin Wang, Bingkun Huang, Zhiyu Zhao, Zhan Tong, Yinan He, Yi Wang, Yali Wang, Yu Qiao"
7351,Perception and Semantic Aware Regularization for Sequential Confidence Calibration,"Zhenghua Peng, Yu Luo, Tianshui Chen, Keke Xu, Shuangping Huang"
7352,Vid2Seq: Large-Scale Pretraining of a Visual Language Model for Dense Video Captioning,"Antoine Yang, Arsha Nagrani, Paul Hongsuck Seo, Antoine Miech, Jordi Pont-Tuset, Ivan Laptev, Josef Sivic, Cordelia Schmid"
7353,ERNIE-ViLG 2.0: Improving Text-to-Image Diffusion Model With Knowledge-Enhanced Mixture-of-Denoising-Experts,"Zhida Feng, Zhenyu Zhang, Xintong Yu, Yewei Fang, Lanxin Li, Xuyi Chen, Yuxiang Lu, Jiaxiang Liu, Weichong Yin, Shikun Feng, Yu Sun, Li Chen, Hao Tian, Hua Wu, Haifeng Wang"
7354,Revisiting the Stack-Based Inverse Tone Mapping,"Ning Zhang, Yuyao Ye, Yang Zhao, Ronggang Wang"
7355,Exploiting Completeness and Uncertainty of Pseudo Labels for Weakly Supervised Video Anomaly Detection,"Chen Zhang, Guorong Li, Yuankai Qi, Shuhui Wang, Laiyun Qing, Qingming Huang, Ming-Hsuan Yang"
7356,Full or Weak Annotations? An Adaptive Strategy for Budget-Constrained Annotation Campaigns,"Javier Gamazo Tejero, Martin S. Zinkernagel, Sebastian Wolf, Raphael Sznitman, Pablo Márquez-Neila"
7357,Backdoor Defense via Deconfounded Representation Learning,"Zaixi Zhang, Qi Liu, Zhicai Wang, Zepu Lu, Qingyong Hu"
7358,HairStep: Transfer Synthetic to Real Using Strand and Depth Maps for Single-View 3D Hair Modeling,"Yujian Zheng, Zirong Jin, Moran Li, Haibin Huang, Chongyang Ma, Shuguang Cui, Xiaoguang Han"
7359,MoDAR: Using Motion Forecasting for 3D Object Detection in Point Cloud Sequences,"Yingwei Li, Charles R. Qi, Yin Zhou, Chenxi Liu, Dragomir Anguelov"
7360,ALSO: Automotive Lidar Self-Supervision by Occupancy Estimation,"Alexandre Boulch, Corentin Sautier, Björn Michele, Gilles Puy, Renaud Marlet"
7361,Learning Dynamic Style Kernels for Artistic Style Transfer,"Wenju Xu, Chengjiang Long, Yongwei Nie"
7362,Chat2Map: Efficient Scene Mapping From Multi-Ego Conversations,"Sagnik Majumder, Hao Jiang, Pierre Moulon, Ethan Henderson, Paul Calamia, Kristen Grauman, Vamsi Krishna Ithapu"
7363,GeoMAE: Masked Geometric Target Prediction for Self-Supervised Point Cloud Pre-Training,"Xiaoyu Tian, Haoxi Ran, Yue Wang, Hang Zhao"
7364,Learning Conditional Attributes for Compositional Zero-Shot Learning,"Qingsheng Wang, Lingqiao Liu, Chenchen Jing, Hao Chen, Guoqiang Liang, Peng Wang, Chunhua Shen"
7365,Complete 3D Human Reconstruction From a Single Incomplete Image,"Junying Wang, Jae Shin Yoon, Tuanfeng Y. Wang, Krishna Kumar Singh, Ulrich Neumann"
7366,PVT-SSD: Single-Stage 3D Object Detector With Point-Voxel Transformer,"Honghui Yang, Wenxiao Wang, Minghao Chen, Binbin Lin, Tong He, Hua Chen, Xiaofei He, Wanli Ouyang"
7367,Adaptive Human Matting for Dynamic Videos,"Chung-Ching Lin, Jiang Wang, Kun Luo, Kevin Lin, Linjie Li, Lijuan Wang, Zicheng Liu"
7368,Learning Common Rationale To Improve Self-Supervised Representation for Fine-Grained Visual Recognition Problems,"Yangyang Shu, Anton van den Hengel, Lingqiao Liu"
7369,High-Fidelity 3D Human Digitization From Single 2K Resolution Images,"Sang-Hun Han, Min-Gyu Park, Ju Hong Yoon, Ju-Mi Kang, Young-Jae Park, Hae-Gon Jeon"
7370,Fully Self-Supervised Depth Estimation From Defocus Clue,"Haozhe Si, Bin Zhao, Dong Wang, Yunpeng Gao, Mulin Chen, Zhigang Wang, Xuelong Li"
7371,Prompting Large Language Models With Answer Heuristics for Knowledge-Based Visual Question Answering,"Zhenwei Shao, Zhou Yu, Meng Wang, Jun Yu"
7372,Improving Robustness of Semantic Segmentation to Motion-Blur Using Class-Centric Augmentation,"Aakanksha, A. N. Rajagopalan"
7373,Progressive Open Space Expansion for Open-Set Model Attribution,"Tianyun Yang, Danding Wang, Fan Tang, Xinying Zhao, Juan Cao, Sheng Tang"
7374,Backdoor Cleansing With Unlabeled Data,"Lu Pang, Tao Sun, Haibin Ling, Chao Chen"
7375,Harmonious Feature Learning for Interactive Hand-Object Pose Estimation,"Zhifeng Lin, Changxing Ding, Huan Yao, Zengsheng Kuang, Shaoli Huang"
7376,CLOTH4D: A Dataset for Clothed Human Reconstruction,"Xingxing Zou, Xintong Han, Waikeung Wong"
7377,Generative Bias for Robust Visual Question Answering,"Jae Won Cho, Dong-Jin Kim, Hyeonggon Ryu, In So Kweon"
7378,Data-Free Sketch-Based Image Retrieval,"Abhra Chaudhuri, Ayan Kumar Bhunia, Yi-Zhe Song, Anjan Dutta"
